Property_Name,Location,Region,Property_Age,Availability,Area_Type,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh,USD
Poonam Park View ,Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,655,5801,9,1,2,38,44705.88235
Unnamed Property,Amboli Mumbai,Amboli Mumbai,10+ Year,Ready To Move,Carpet Area,1150,18347,12,3,3,211,248235.2941
Unnamed Property,201 90 feet Road Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,475,15789,4,1,1,75,88235.29412
Unnamed Property,401 Friends Colony Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,500,14000,4,1,1,70,82352.94118
Shah Complex 2 ,Sector 13 Sanpada Navi Mumbai Mumbai,Sanpada Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,550,20909,5,2,2,115,135294.1176
City Icon ,Sector 19 Taloja Phase 2 Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1050,5523,3,2,2,58,68235.29412
Muktistar Mannat ,Sector 20 Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1000,4300,1,2,2,43,50588.23529
Unnamed Property,Sector 20 Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,650,6461,5,1,1,42,49411.76471
Unnamed Property,Sector 20 Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,650,5461,6,1,1,35.5,41764.70588
Arihant Amodini ,Sector 24 Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1070,6074,15,2,2,65,76470.58824
SM Olive Paradise ,Sector 20 Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,655,5496,5,1,1,36,42352.94118
City Icon ,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1050,5333,3,2,2,56,65882.35294
Evershine Millennium Paradise ,Thakur Village Mumbai,Thakur Village,10+ Year,Ready To Move,Built Up Area,590,17796,3,1,2,105,123529.4118
SD Alpine ,Kandivali East Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1830,18852,7,3,3,345,405882.3529
BKS Galaxy ,Sector 35I Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1150,8608,5,2,2,99,116470.5882
Dhruv Heights ,Sector 10 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1625,10153,7,3,3,165,194117.6471
Giriraj Horizon ,Sector 20 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1500,11000,7,3,3,165,194117.6471
Unnamed Property,Sector 12 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1200,11250,3,2,2,135,158823.5294
Kesar Harmony ,Sector 6 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1715,15743,6,3,3,270,317647.0588
Regency Gardens ,Sector 6 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,2355,14861,3,4,4,350,411764.7059
White City ,006 Kandivali East Mumbai,Kandivali Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1000,16000,20,2,2,160,188235.2941
White City ,Kandivali East Mumbai,Kandivali Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1200,18333,16,2,2,220,258823.5294
White City ,001 Kandivali East Mumbai,Kandivali Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,765,14117,21,1,1,108,127058.8235
White City ,005 Kandivali East Mumbai,Kandivali Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1000,1650000,21,2,2,16500,19411764.71
White City ,006 Kandivali East Mumbai,Kandivali Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1000,16000,20,2,2,160,188235.2941
White City ,007 Kandivali East Mumbai,Kandivali Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,765,15032,25,1,2,115,135294.1176
Gurukrupa Marina Enclave ,20th Malad West Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Carpet Area,840,22380,19,3,3,188,221176.4706
Bhagwati Greens ,Sector 23 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1275,27450,10,3,3,350,411764.7059
Armstrongs Hex Blox ,Sector 10 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1250,10000,10,2,2,125,147058.8235
Paradise Sai Mannat ,Sector 34A Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2000,11000,9,3,3,220,258823.5294
Aakash Srishthi ,Andheri East Mumbai,Andheri Mumbai,0 to 1 Year,Ready To Move,Carpet Area,438,31000,6,1,2,135,158823.5294
Unnamed Property,Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,877,33637,44,3,2,295,347058.8235
Luxora Crystal Spires ,0000 Manpada Thane Mumbai,Manpada Thane,0 to 1 Year,Ready To Move,Carpet Area,1340,17910,3,3,3,240,282352.9412
Luxora Crystal Spires ,0000 Manpada Thane Mumbai,Manpada Thane,0 to 1 Year,Ready To Move,Carpet Area,1490,17449,3,3,3,260,305882.3529
Dosti Imperia ,Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1750,14285,19,3,3,250,294117.6471
Pratik Regalia ,Sector 21 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,725,7172,2,1,1,52,61176.47059
Unnamed Property,001 Sector 20 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,700,8142,4,1,1,57,67058.82353
Neelkanth Greens ,Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1800,13888,26,3,3,250,294117.6471
Unnamed Property,Sector 20 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,585,7350,2,1,1,43,50588.23529
Unnamed Property,Patlipada Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Super Built Up Area,900,16666,3,2,2,150,176470.5882
Kalpataru Hills ,Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Super Built Up Area,900,12333,8,2,2,111,130588.2353
T Bhimjyani Neelkanth Woods ,Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1300,14230,11,3,2,185,217647.0588
T Bhimjyani Neelkanth Woods ,Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1900,13421,3,3,3,255,300000
Neelkanth Greens ,Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Super Built Up Area,900,12222,4,2,2,110,129411.7647
Unnamed Property,Natwar Nagar Mumbai,Natwar Nagar,1 to 5 Year,Ready To Move,Carpet Area,225,28222,11,1,1,63.5,74705.88235
Unnamed Property,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,980,7653,1,2,2,75,88235.29412
Unnamed Property,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,680,6617,4,1,1,45,52941.17647
Unnamed Property,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,630,8888,8,1,1,56,65882.35294
Om Cygnus ,Sector 16 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1150,9086,10,2,2,104,122352.9412
Star Galaxy ,Sector 18 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1180,7278,8,2,2,85.9,101058.8235
Siddhivinayak Utopia ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1156,9083,5,2,2,105,123529.4118
Acme Ozone ,Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Carpet Area,700,17142,16,2,3,120,141176.4706
Neelkanth Greens ,Manpada Thane Mumbai,Manpada Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1100,13636,23,2,2,150,176470.5882
Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,390,38461,8,1,1,150,176470.5882
Unnamed Property,Rajan Pada Mumbai,Rajan Pada,5 to 10 Year,Ready To Move,Super Built Up Area,1050,15714,6,2,2,165,194117.6471
Dhoot New Sonali CHS ,Malad West Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1000,21000,8,2,2,210,247058.8235
Dhoot New Sonali CHS ,Malad West Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Carpet Area,894,31208,9,3,3,279,328235.2941
Shapoorji Pallonji Vicinia ,Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1070,34112,16,3,3,365,429411.7647
Unnamed Property,Goregaon West Mumbai,Goregaon Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1570,17515,20,2,2,275,323529.4118
Kalpataru Pinnacle ,Goregaon West Mumbai,Goregaon Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1550,62903,3,3,3,975,1147058.824
Unnamed Property,Kandivali West Mumbai,Kandivali Mumbai,10+ Year,Ready To Move,Carpet Area,400,26250,2,1,2,105,123529.4118
Unnamed Property,107 Shirgaon Mumbai Beyond Thane Mumbai,Shirgaon Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,700,3107,1,1,1,21.8,25647.05882
Unnamed Property,401 Shirgaon Mumbai Beyond Thane Mumbai,Shirgaon Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,660,3106,4,1,1,20.5,24117.64706
Unnamed Property,302 Shirgaon Mumbai Beyond Thane Mumbai,Shirgaon Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,660,3062,3,1,1,20.2,23764.70588
Unnamed Property,003 Shirgaon Mumbai Beyond Thane Mumbai,Shirgaon Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,410,3536,0,1,1,14.5,17058.82353
Unnamed Property,Borivali West Mumbai,Borivali Mumbai,10+ Year,Ready To Move,Carpet Area,800,28125,3,2,2,225,264705.8824
Unnamed Property,Mahavir Nagar Mumbai,Mahavir Nagar,10+ Year,Ready To Move,Carpet Area,800,40625,7,3,3,325,382352.9412
Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,379,38284,14,1,2,145,170588.2353
Lodha Casa Ultima ,001 Chirak Nagar Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Super Built Up Area,840,11428,12,2,2,96,112941.1765
Anchorage Apartment ,Bandra West Mumbai South West Mumbai,South Mumbai,10+ Year,Ready To Move,Carpet Area,641,53198,6,2,2,341,401176.4706
Unnamed Property,Bandra West Mumbai South West Mumbai,South Mumbai,10+ Year,Ready To Move,Carpet Area,1248,54086,3,3,3,675,794117.6471
SD Epsilon Tower ,Thakur Village Mumbai,Thakur Village,0 to 1 Year,Ready To Move,Carpet Area,1047,28175,14,3,3,295,347058.8235
SD Epsilon Tower ,Thakur Village Mumbai,Thakur Village,0 to 1 Year,Ready To Move,Carpet Area,93.45,344569,19,3,3,322,378823.5294
SD Epsilon Tower ,Thakur Village Mumbai,Thakur Village,0 to 1 Year,Ready To Move,Carpet Area,763,29488,37,2,2,225,264705.8824
Unnamed Property,C121 Bhiwandi Mumbai Beyond Thane Mumbai,Bhiwandi,0 to 1 Year,Ready To Move,Built Up Area,1080,7785,21,2,2,55.2,64941.17647
SD Alpine ,Kandivali East Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1037,31340,44,3,3,325,382352.9412
Tata Amantra ,G0256 Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,0 to 1 Year,Ready To Move,Built Up Area,1530,5773,21,3,3,88.3,103882.3529
Tata Amantra ,F 2156 Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,0 to 1 Year,Ready To Move,Built Up Area,1476,5849,22,3,2,86.3,101529.4118
Sahakar Premier ,301 Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1070,7444,3,2,2,79.7,93764.70588
Strawberry ONYX ,101 Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1015,8137,1,2,2,82.6,97176.47059
Lodha Casa Ultima ,004 Chirak Nagar Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Super Built Up Area,622,14112,20,1,1,87.8,103294.1176
Puranik City Phase 3 ,000 Kasar vadavali Thane Mumbai,Kasar Vadavali Thane,1 to 5 Year,Ready To Move,Carpet Area,450,13333,8,1,2,60,70588.23529
Unnamed Property,Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Carpet Area,904,20464,20,2,2,185,217647.0588
Laabh Pehla Ghar Shubh Sanket Complex ,000 Ghodbunder Road Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,411,10462,1,1,1,43,50588.23529
Unnamed Property,Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Carpet Area,1000,19000,16,2,2,190,223529.4118
Rutu Enclave ,000 Anand Nagar Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,411,11192,3,1,1,46,54117.64706
Cosmos Jewels ,000 Anand Nagar Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Carpet Area,700,13142,8,2,2,92,108235.2941
Unnamed Property,601 Naupada Thane Mumbai,Naupada Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1250,12960,6,2,2,162,190588.2353
Unnamed Property,701 Naupada Thane Mumbai,Naupada Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1250,13600,7,2,2,170,200000
Unnamed Property,801 Naupada Thane Mumbai,Naupada Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1150,10869,8,1,2,125,147058.8235
Dharti Ashtavinayak Tower ,604 Sector 21 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1310,6641,6,2,2,87,102352.9412
Unnamed Property,000 Kasar vadavali Thane Mumbai,Kasar Vadavali Thane,1 to 5 Year,Ready To Move,Carpet Area,450,11777,4,1,2,53,62352.94118
Unique Greens ,000 kavesar Thane Mumbai,Kavesar Thane,1 to 5 Year,Ready To Move,Carpet Area,500,12600,12,1,2,63,74117.64706
Unnamed Property,000 Thane West Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Carpet Area,430,12790,15,1,2,55,64705.88235
Unnamed Property,000 Thane West Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Carpet Area,425,12705,5,1,2,54,63529.41176
Puraniks Hometown ,000 Kasar vadavali Thane Mumbai,Kasar Vadavali Thane,1 to 5 Year,Ready To Move,Carpet Area,480,11250,2,1,1,54,63529.41176
Shree Sankalp ,000 Kasar vadavali Thane Mumbai,Kasar Vadavali Thane,1 to 5 Year,Ready To Move,Carpet Area,650,14153,6,2,2,92,108235.2941
Neelkanth Gardens ,Neelkanth Gardens Chs Ltd Opp Jain Temple Govandi East Mumbai 400088 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Super Built Up Area,1000,25500,3,2,2,255,300000
Vijaya Heritage ,Vijaya Heritage Road No 11 Central Avenue Road Central Avenue Road Chembur East Mumbai Chembur Mumbai Harbour Mumbai,Mumbai Harbour,5 to 10 Year,Ready To Move,Super Built Up Area,1450,26551,9,3,3,385,452941.1765
Imperial Heights ,Goregaon West Mumbai,Goregaon Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1445,23529,24,3,4,340,400000
Platinum Emporius ,500 Sector 17 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,38.31,352388,5,2,2,135,158823.5294
RC Orchid Apartment ,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,700,10285,6,1,1,72,84705.88235
Vihan Sunshine Heights ,Sector 15 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,650,13076,10,1,1,85,100000
Avicon Levante ,800 Sector 17 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,700,8857,8,1,2,62,72941.17647
Pragati Moral Orchid ,400 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,705,7801,4,1,2,55,64705.88235
Priyanka Unite ,200 Sector 18 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1125,10933,2,2,2,123,144705.8824
Unnamed Property,Hiranandani Meadows Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1500,11333,2,2,2,170,200000
Omkar Alta Monte ,Malad East Mumbai,Malad Mumbai,1 to 5 Year,Ready To Move,Carpet Area,920,24456,10,2,2,225,264705.8824
Unnamed Property,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,677,11078,4,1,1,75,88235.29412
The Park Residences ,Oshiwara Mumbai,Oshiwara Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1115,40358,15,3,3,450,529411.7647
Raheja Acropolis ,Raheja Acropolis Ii Sion Trombay Road Deonar Chembur Mumbai Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Super Built Up Area,1250,22000,3,3,2,275,323529.4118
Unnamed Property,Sector 15 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1185,12236,18,2,2,145,170588.2353
RC Orchid Apartment ,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1250,9200,10,3,2,115,135294.1176
RC Orchid Apartment ,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050,9047,3,2,2,95,111764.7059
City Century One ,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,890,11011,14,2,2,98,115294.1176
Shree Ramtanu Narayan Ellite ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,680,10588,5,1,1,72,84705.88235
Prabhu Shrine ,604 Sector 22 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,450,12222,6,1,1,55,64705.88235
Unnamed Property,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,430,6976,2,1,2,30,35294.11765
Gami Amar Harmony ,Taloja Panchanand Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,693,5627,14,1,2,39,45882.35294
Paradise Sai Riverdale ,Taloja Panchanand Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1115,7354,19,2,2,82,96470.58824
Paradise Sai Riverdale ,Taloja Panchanand Navi Mumbai Mumbai,Taloja Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,690,7101,12,1,2,49,57647.05882
Unnamed Property,Siddheshwar Garden Kolshet Road Near D Mart Dhokali Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Carpet Area,710,16760,11,2,2,119,140000
Terraform Everest World ,Everest World Kolshet Road Dokali Pada Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Carpet Area,890,15955,12,3,2,142,167058.8235
Unnamed Property,Kalpataru Sunrise Kolshet Road Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1675,21779,8,3,3,235,276470.5882
Lodha Amara ,Lodha Amara Thane W Kolshet Road Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1450,16526,28,3,3,157,184705.8824
Neelsidhi Tower ,Sector 12 Sector 12 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,1000,27500,1,3,3,275,323529.4118
Lodha Amara ,Lodha Amara Kolshet Road Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,672,14880,12,2,2,100,117647.0588
Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1298,23882,24,3,2,310,364705.8824
Godrej The Trees ,Phirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,2450,44897,17,4,4,1100,1294117.647
Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1298,22342,36,3,2,290,341176.4706
Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1298,25038,38,3,3,325,382352.9412
Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1298,25346,22,3,3,329,387058.8235
Runwal Forests ,Near Mangtram Petrol Pump Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1135,26431,28,3,2,300,352941.1765
Godrej The Trees ,Pirojshanagar vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,940,36170,13,2,2,340,400000
Godrej The Trees ,Pirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1120,38839,10,3,2,435,511764.7059
Godrej The Trees ,Pirojshah Nagar vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,640,26875,2,1,1,172,202352.9412
Unnamed Property,Kapurbawadi Thane Mumbai,Kapurbawadi Thane,1 to 5 Year,Ready To Move,Built Up Area,740,19189,8,2,2,142,167058.8235
Unnamed Property,Dhokali Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Built Up Area,744,18951,8,2,2,141,165882.3529
Omkar Empire ,Sector 10 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1250,8800,9,2,2,110,129411.7647
Unnamed Property,Kolshet Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,940,17234,25,2,4,162,190588.2353
Unnamed Property,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,1150,8260,7,2,2,95,111764.7059
Kalpataru Woodsville ,Powai Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1186,20657,1,2,2,245,288235.2941
Kalpataru Woodsville ,Powai Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1905,19947,1,3,3,380,447058.8235
Unnamed Property,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,690,8260,1,1,1,57,67058.82353
Mhalsa Residency ,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1335,10112,8,3,2,135,158823.5294
Kanakia Zen World ,Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,935,26595,2,2,2,200,235294.1176
Mhalsa Residency ,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050,8571,12,2,2,90,105882.3529
Dynamic Avenue ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,660,6060,4,1,2,40,47058.82353
